,序号,出现频率最高的地址,最高重复次数,各数据出现次数
10499,10500,北京市朝阳区管庄乡小寺村,1,{'北京市朝阳区管庄乡小寺村': 1}
10500,10501,北京市朝阳区管庄乡小寺村,1,{'北京市朝阳区管庄乡小寺村': 1}
10501,10502,北京市朝阳区管庄乡小寺村,1,{'北京市朝阳区管庄乡小寺村': 1}
10502,10503,北京市朝阳区管庄乡小寺村166号,1,{'北京市朝阳区管庄乡小寺村166号': 1}
10503,10504,北京市朝阳区管庄乡小寺村67号,1,{'北京市朝阳区管庄乡小寺村67号': 1}
10504,10505,北京市朝阳区管庄乡小寺村东,1,{'北京市朝阳区管庄乡小寺村东': 1}
10505,10506,北京市朝阳区管庄乡重兴寺村,1,{'北京市朝阳区管庄乡重兴寺村': 1}
10506,10507,北京市朝阳区管庄乡重兴寺村村南,1,{'北京市朝阳区管庄乡重兴寺村村南': 1}
10507,10508,北京市朝阳区管庄乡重兴寺村村南,1,{'北京市朝阳区管庄乡重兴寺村村南': 1}
10508,10509,北京市朝阳区管庄乡重兴寺村村西,1,{'北京市朝阳区管庄乡重兴寺村村西': 1}
10509,10510,北京市朝阳区管庄杨闸环岛西侧北角京通新城12座(住宅楼)23层23-A室,1,{'北京市朝阳区管庄杨闸环岛西侧北角京通新城12座(住宅楼)23层23-A室': 1}
10510,10511,北京市朝阳区建国路杨闸中学校内,1,{'北京市朝阳区建国路杨闸中学校内': 1}
10511,10512,北京市朝阳区京通路双会桥北西侧,1,{'北京市朝阳区京通路双会桥北西侧': 1}
10512,10513,北京市朝阳区双柳北街１号院１１号楼２单元１０２号,1,{'北京市朝阳区双柳北街１号院１１号楼２单元１０２号': 1}
10513,10514,北京市朝阳区双桥农场咸宁侯村,1,{'北京市朝阳区双桥农场咸宁侯村': 1}
10514,10515,北京市朝阳区双桥中路(双桥中学西),1,{'北京市朝阳区双桥中路(双桥中学西)': 1}
10515,10516,北京市朝阳区双桥中路(原基建队),1,{'北京市朝阳区双桥中路(原基建队)': 1}
10516,10517,北京市朝阳区咸宁侯村,1,{'北京市朝阳区咸宁侯村': 1}
10517,10518,北京市朝阳区鑫兆佳园15号楼4层558,1,{'北京市朝阳区鑫兆佳园15号楼4层558': 1}
10518,10519,北京市朝阳区鑫兆佳园15号楼一层部分门面房(华冠超市西南侧),1,{'北京市朝阳区鑫兆佳园15号楼一层部分门面房(华冠超市西南侧)': 1}
10519,10520,北京市朝阳区杨闸西军庄,1,{'北京市朝阳区杨闸西军庄': 1}
10520,10521,北京市朝阳区周家井大院【3-1】26、27、28幢平房,1,{'北京市朝阳区周家井大院【3-1】26、27、28幢平房': 1}
10521,10522,朝阳区管庄乡咸宁候村印刷厂院内,1,{'朝阳区管庄乡咸宁候村印刷厂院内': 1}
10522,10523,北京市朝阳区管庄乡重兴寺村南,1,{'北京市朝阳区管庄乡重兴寺村南': 1}
10523,10524,北京市朝阳区周家井,1,{'北京市朝阳区周家井': 1}
10524,10525,北京市朝阳区管庄西里(建材机械厂厂区),1,{'北京市朝阳区管庄西里(建材机械厂厂区)': 1}
10525,10526,北京市朝阳区管庄乡杨闸村,1,{'北京市朝阳区管庄乡杨闸村': 1}
10526,10527,北京市朝阳区双桥农场重兴寺村,1,{'北京市朝阳区双桥农场重兴寺村': 1}
10527,10528,北京市朝阳区管庄杨闸村,1,{'北京市朝阳区管庄杨闸村': 1}
10528,10529,北京市朝阳区十里堡甘露园57号,1,{'北京市朝阳区十里堡甘露园57号': 1}
10529,10530,北京市朝阳区双桥杨闸路口西,1,{'北京市朝阳区双桥杨闸路口西': 1}
10530,10531,北京市朝阳区管庄乡小寺村双桥路100号,1,{'北京市朝阳区管庄乡小寺村双桥路100号': 1}
10531,10532,北京市朝阳区管庄西里建材机械厂厂区25号2502室,1,{'北京市朝阳区管庄西里建材机械厂厂区25号2502室': 1}
10532,10533,北京市朝阳区管庄乡１号Ｂ２０５室,1,{'北京市朝阳区管庄乡１号Ｂ２０５室': 1}
10533,10534,北京市朝阳区管庄乡1号2层B206,1,{'北京市朝阳区管庄乡1号2层B206': 1}
10534,10535,北京市朝阳区东三环南路５８号富顿中心Ａ座１２１５室,1,{'北京市朝阳区东三环南路５８号富顿中心Ａ座１２１５室': 1}
10535,10536,北京市朝阳区东三环南路八里庄,1,{'北京市朝阳区东三环南路八里庄': 1}
10536,10537,北京市朝阳区管庄西里甲32号楼1至3层3823,1,{'北京市朝阳区管庄西里甲32号楼1至3层3823': 1}
10537,10538,北京市朝阳区管庄西里甲32号楼1至3层3833,1,{'北京市朝阳区管庄西里甲32号楼1至3层3833': 1}
10538,10539,北京市朝阳区管庄西里甲32号楼1至3层3835,1,{'北京市朝阳区管庄西里甲32号楼1至3层3835': 1}
10539,10540,北京市朝阳区管庄西里甲32号楼1至3层3837,1,{'北京市朝阳区管庄西里甲32号楼1至3层3837': 1}
10540,10541,北京市朝阳区管庄西里甲32号楼1至3层3836,1,{'北京市朝阳区管庄西里甲32号楼1至3层3836': 1}
10541,10542,北京市朝阳区管庄西里甲32号楼1至3层3839,1,{'北京市朝阳区管庄西里甲32号楼1至3层3839': 1}
10542,10543,北京市朝阳区管庄乡1号1幢1层1447号,1,{'北京市朝阳区管庄乡1号1幢1层1447号': 1}
10543,10544,北京市朝阳区五里桥一街一号院27号楼朝阳区酒仙桥路乙21号,1,"{'北京市朝阳区五里桥一街一号院27号楼朝阳区酒仙桥路乙21号': 1, '北京市朝阳区酒仙桥路乙21号': 1}"
10544,10545,北京市西城区崇效胡同18号,3,"{'北京市西城区崇效胡同18号': 3, '北京市朝阳区管庄乡小寺村166号': 2}"
10545,10546,北京市西城区教子胡同65号,3,"{'北京市西城区教子胡同65号': 3, '北京市朝阳区双桥路100号': 2}"
10546,10547,北京市朝阳区管庄乡1号1幢1层1802号,3,{'北京市朝阳区管庄乡1号1幢1层1802号': 3}
10547,10548,北京市朝阳区双桥路12号,3,{'北京市朝阳区双桥路12号': 3}
10548,10549,北京市朝阳区杨闸西军庄,3,"{'北京市朝阳区杨闸西军庄': 3, '北京市朝阳区杨闸西军庄管庄西里65号楼A座401': 1}"
10549,10550,北京市朝阳区管庄乡杨闸村,4,{'北京市朝阳区管庄乡杨闸村': 4}
10550,10551,北京市朝阳区双桥东路双会桥南,5,{'北京市朝阳区双桥东路双会桥南': 5}
10551,10552,北京市朝阳区咸宁侯村,4,"{'北京市朝阳区咸宁侯村': 4, '北京市朝阳区咸宁侯印刷厂': 1}"
10552,10553,北京市朝阳区双桥杨闸路口西,4,"{'北京市朝阳区双桥杨闸路口西': 4, '北京市朝阳区双桥东路50号': 1}"
10553,10554,北京市朝阳区双桥管庄乡咸宁候,3,{'北京市朝阳区双桥管庄乡咸宁候': 3}
10554,10555,北京市朝阳区管庄杨闸村,2,"{'北京市朝阳区管庄杨闸村': 2, '北京市朝阳区管庄乡杨闸村': 2}"
10555,10556,北京市朝阳区建国路杨闸中学校内,3,"{'北京市朝阳区建国路杨闸中学校内': 3, '北京市朝阳区管庄乡建国路杨闸中学校内': 1}"
10556,10557,北京市朝阳区十里堡甘露园57号,2,"{'北京市朝阳区十里堡甘露园57号': 2, '北京市朝阳区八里庄街道办事处八里庄东里社区居委会东四环路十里堡甘露园22号': 2, '北京市朝阳区管庄1号': 1}"
10557,10558,北京市朝阳区周家井,5,{'北京市朝阳区周家井': 5}
10558,10559,北京市朝阳区管庄北二里,5,{'北京市朝阳区管庄北二里': 5}
10559,10560,北京市朝阳区管庄乡管庄村,5,{'北京市朝阳区管庄乡管庄村': 5}
10560,10561,北京市朝阳区管庄西里(建材机械厂厂区),3,"{'北京市朝阳区管庄西里(建材机械厂厂区)': 3, '北京市朝阳区管庄西里（建材机械厂厂区）': 1, '北京市朝阳区管庄西里（物业院二层）': 1}"
10561,10562,北京市朝阳区管庄东里(国家建材局研究院内),3,"{'北京市朝阳区管庄东里(国家建材局研究院内)': 3, '北京市朝阳区管庄东里情报所北楼朝阳区管庄东里': 1}"
10562,10563,北京市朝阳区双桥农场重兴寺村,3,"{'北京市朝阳区双桥农场重兴寺村': 3, '北京市朝阳区朝阳双桥农场重兴寺村': 1, '北京朝阳双桥农场重兴寺村': 1}"
10563,10564,北京市朝阳区管庄乡塔营村,3,{'北京市朝阳区管庄乡塔营村': 3}
10564,10565,朝阳区双桥街12号(广播设备制造厂院内)朝阳区双桥街12号,1,"{'朝阳区双桥街12号(广播设备制造厂院内)朝阳区双桥街12号': 1, '北京市朝阳区双桥街12号': 1}"
10565,10566,北京市朝阳区管庄果家店51号,3,"{'北京市朝阳区管庄果家店51号': 3, '北京市朝阳区管庄果家店５１号': 1}"
10566,10567,北京市朝阳区管庄乡小寺村67号,3,"{'北京市朝阳区管庄乡小寺村67号': 3, '北京市朝阳区管庄乡小寺村６７号': 1}"
10567,10568,北京市朝阳区管庄东里28号院,1,"{'北京市朝阳区管庄东里28号院': 1, '北京市朝阳区三间房乡金卫路3号楼一层024B号': 1}"
10568,10569,北京市朝阳区管庄东里建材研究院,2,"{'北京市朝阳区管庄东里建材研究院': 2, '北京市朝阳区管庄东里军工1楼': 1}"
10569,10570,北京市朝阳区管庄乡,4,"{'北京市朝阳区管庄乡': 4, '北京市朝阳区管庄乡甲1号': 1}"
10570,10571,北京市朝阳区管庄乡郭家场村,2,"{'北京市朝阳区管庄地区办事处惠河东里社区居委会双桥中路郭家场村委会南200米': 1, '北京市朝阳区管庄地区办事处郭家场村朝阳区管庄乡郭家场村委会南200米': 1, '北京市朝阳区管庄乡郭家场村': 2}"
10571,10572,北京市朝阳区管庄乡管庄村,3,{'北京市朝阳区管庄乡管庄村': 3}
10572,10573,北京市朝阳区管庄西里建材机械厂厂区25号2502室,2,{'北京市朝阳区管庄西里建材机械厂厂区25号2502室': 2}
10573,10574,北京市朝阳区管庄乡咸宁侯村559号,1,"{'北京市朝阳区管庄乡咸宁侯村559号': 1, '北京市朝阳区王四营乡道口村东太平庄２号': 1, '北京市朝阳区王四营乡道口村东太平庄2号': 1}"
10574,10575,北京市朝阳区管庄西里65号楼一层,3,{'北京市朝阳区管庄西里65号楼一层': 3}
10575,10576,北京市朝阳区管庄东里1号,1,"{'北京市朝阳区管庄东里1号': 1, '北京市朝阳区酒仙桥乙21号佳丽饭店528房间': 1}"
10576,10577,北京市朝阳区塔营铁路三局第一小学4号平房,3,{'北京市朝阳区塔营铁路三局第一小学4号平房': 3}
10577,10578,北京市朝阳区周家井大院【3-1】26、27、28幢平房,5,{'北京市朝阳区周家井大院【3-1】26、27、28幢平房': 5}
10578,10579,北京市朝阳区管庄乡1号(14-7)10号平房,1,"{'北京市朝阳区管庄乡1号(14-7)10号平房': 1, '北京市朝阳区管庄乡1号（14-7）10号平房': 1}"
10579,10580,北京市朝阳区双桥中路(原基建队),3,"{'北京市朝阳区双桥中路(原基建队)': 3, '北京市朝阳区双桥中路（老基建队内）': 1, '北京市朝阳区双桥中路（原基建队）': 1}"
10580,10581,北京市朝阳区管庄东里(,3,"{'北京市朝阳区管庄东里(': 3, '北京第九针织厂)': 3, '北京市朝阳区管庄东里（': 1, '北京第九针织厂）': 1, '北京市朝阳区管庄西里(': 1, '北京纵横新型材料公司)': 1}"
10581,10582,管庄东里情报所北楼232号,1,"{'管庄东里情报所北楼232号': 1, '北京市朝阳区管庄北一里19号楼501室': 1}"
10582,10583,北京市朝阳区三间房乡三间房338号,3,"{'北京市朝阳区三间房乡三间房338号': 3, '北京市朝阳区管庄东里情报所办公西区B111室朝阳区三间房乡三间房338号': 1}"
10583,10584,北京市朝阳区管庄乡重兴寺村村南,5,{'北京市朝阳区管庄乡重兴寺村村南': 5}
10584,10585,北京市朝阳区管庄乡管庄村,3,"{'北京市朝阳区管庄乡管庄村': 3, '北京市朝阳区管庄乡管庄村朝阳区管庄乡管庄村': 1}"
10585,10586,北京市朝阳区管庄乡双桥路559号,3,"{'北京市朝阳区管庄乡双桥路559号': 3, '北京市朝阳区管庄乡双桥路559号管庄乡双桥路559号': 1}"
10586,10587,北京市朝阳区平房乡石各庄482号,2,{'北京市朝阳区平房乡石各庄482号': 2}
10587,10588,北京市朝阳区朝阳路8号5层A座507,3,{'北京市朝阳区朝阳路8号5层A座507': 3}
10588,10589,北京市朝阳区管庄乡小寺村双桥路100号,3,"{'北京市朝阳区管庄乡小寺村双桥路100号': 3, '北京市朝阳区管庄乡小寺村双桥路１００号': 1}"
10589,10590,北京市朝阳区管庄刨花板市场90号,3,"{'北京市朝阳区管庄刨花板市场90号': 3, '北京市朝阳区管庄刨花板市场９０号': 1}"
10590,10591,北京市朝阳区管庄乡重兴寺村,5,{'北京市朝阳区管庄乡重兴寺村': 5}
10591,10592,北京市朝阳区管庄地区办事处重兴寺村京通快速路2号院,1,"{'北京市朝阳区管庄地区办事处重兴寺村京通快速路2号院': 1, '北京市朝阳区管庄地区办事处重兴寺村2号院': 1, '北京市朝阳区管庄乡重兴寺村': 1}"
10592,10593,北京市朝阳区管庄乡重兴寺村南,3,"{'北京市朝阳区管庄乡重兴寺村南': 3, '北京市朝阳区馆庄乡重兴寺村南': 1}"
10593,10594,北京市朝阳区管庄杨闸环岛西侧北角京通新城12座(住宅楼)23层23-A室,2,"{'北京市朝阳区管庄杨闸环岛西侧北角京通新城12座(住宅楼)23层23-A室': 2, '北京市朝阳区管庄杨闸环岛西侧北角京通新城12座（住宅楼）23层23-A室': 1}"
10594,10595,北京市朝阳区黑庄户地区办事处定辛庄西村朝阳区黑庄户乡定辛庄村西南,2,"{'北京市朝阳区黑庄户地区办事处定辛庄西村朝阳区黑庄户乡定辛庄村西南': 2, '北京市朝阳区管庄乡郭家场村东': 2}"
10595,10596,北京市朝阳区管庄东街49号5号楼二层A25号,2,{'北京市朝阳区管庄东街49号5号楼二层A25号': 2}
10596,10597,北京市朝阳区管庄西里65号楼底商一层东第二间,3,{'北京市朝阳区管庄西里65号楼底商一层东第二间': 3}
10597,10598,北京市朝阳区管庄西里,1,"{'北京市朝阳区管庄西里': 1, '北京市朝阳区管庄': 1}"
10598,10599,北京市朝阳区管庄51115部队东大门东耳房,3,"{'北京市朝阳区管庄51115部队东大门东耳房': 3, '北京市朝阳区管庄51115部队东大门': 2}"
10599,10600,北京市朝阳区高碑店乡八里庄村建国东路(京通辅路南侧),4,"{'北京市朝阳区高碑店乡八里庄村建国东路(京通辅路南侧)': 4, '北京市朝阳区管庄（京通辅路南侧）': 1}"
10600,10601,北京市朝阳区京通路双会桥北西侧,4,"{'北京市朝阳区京通路双会桥北西侧': 4, '北京市朝阳区建国路甲9号(朝阳药监局旁)': 1}"
10601,10602,北京市朝阳区管庄乡小寺村,5,{'北京市朝阳区管庄乡小寺村': 5}
10602,10603,北京市朝阳区管庄乡小寺村,3,"{'北京市朝阳区管庄乡小寺村': 3, '北京市朝阳区管庄乡小寺村288号': 1}"
10603,10604,北京市通州区永乐店镇老槐庄村,3,"{'北京市通州区永乐店镇老槐庄村': 3, '北京市通州区永乐店镇老槐庄村惠河东里': 1}"
10604,10605,北京市通州区宋庄镇小堡村委会北1000米,3,"{'北京市通州区宋庄镇小堡村委会北1000米': 3, '北京市朝阳区管庄乡司辛庄村市场路18号': 2}"
10605,10606,北京市大兴区长子营镇企融路1号,4,"{'北京市大兴区长子营镇企融路1号': 4, '北京市朝阳区管庄乡咸宁候村561号': 1}"
